FIELD,ID,RA_x,DEC_x,Z_50,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,synth_Av,ir_A_V,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_beta_obs,ir_beta_obs_err,DL,restUjohnson,restVjohnson
GS5,38626,53.11263968167865,-27.72963235062916,0.02050854313483682,38626,0.00203813,6.772,,1.274,0.6823,0.0359083,1,2.35481,0.0604839,0.0,2.54609,5.95226,,,0,0.08491,-1.0,2,0.0815,7.63,0.016778,0.00075751,0.016021,0.05,0.00203813,0.00231553,-0.00389783,4.4179,7.6291,0.0,90.11262011425093,-12.664542,-14.26698
GS5,38811,53.10904772375905,-27.72973333720138,0.2021344254026895,38811,0.001052,8.172,,1.274,0.8516,0.0956411,1,0.482202,0.0171503,0.0,0.221835,1.10231,,,0,0.19901,-1.0,2,0.1903,7.93,0.019561,0.012034,0.0075271,0.14,0.001052,0.00106243,-0.0397656,5.0924,5.0924,0.0,1003.4966816743605,-20.160981,-20.543859
GS5,39828,53.11169283099802,-27.72462953199791,0.2450334188154798,39828,0.00172265,0.02648,,1.26,0.7597,0.129209,0,0.307428,0.014851,0.1,0.197141,0.604391,,,-1,0.1321,-1.0,3,0.1321,7.26,-99.0,-99.0,0.0029058,0.11,0.00172265,0.000239348,-0.0225978,0.7584,1.8252,0.0,1246.8703182819806,-12.290823,-13.695811
GS5,40413,53.12514831149021,-27.72090569708546,0.1765692248460142,40413,0.00042136,0.03087,,1.274,0.9593,0.0656118,0,1.08195,0.0378762,0.1,0.581601,2.23729,,,0,0.14,-1.0,3,0.14,7.82,0.010563,0.0057724,0.0047905,0.07,0.00042136,0.000210119,-0.00812888,1.7748,2.7441,0.0,863.1863310917697,-19.713002,-20.464575
GS5,40859,53.11050530892702,-27.71771286091154,0.2130687507639269,40859,3.5052,3.5052,,1.381,1.8989,0.017637,0,1.07018,0.00588275,0.4,3.77323,16.8618,,,0,0.2138,0.2138,1,0.2081,9.27,0.33048,0.14347,0.18701,0.21,0.824137,0.0742331,3.36461,0.2579,0.7352,0.0,1064.5988495902282,-17.511523,-18.788215
GS5,40984,53.10429326965995,-27.71835702111085,0.01744086293317134,40984,0.00578072,12.48,,1.274,0.4678,0.0722697,2,0.018,0.0011147,0.0,0.0190121,0.23111,,,-1,-1.0,-1.0,0,0.3393,8.27,-99.0,-99.0,-99.0,0.4,0.00578072,0.00629855,-0.571347,4.1086,7.3104,0.0,76.45420594505546,-13.410739,-15.715075
GS5,41139,53.12912177715047,-27.71829625402348,0.01198785874344596,41139,9.36746,9.875,,0.809,0.7673,0.0699253,0,0.227508,0.00489833,1.1,0.330002,0.483696,,,0,0.01005,-1.0,2,0.0197,4.03,3.488e-05,1.555e-05,1.9331e-05,1.52,9.36746,0.332132,-21.8548,-1.1609,-1.1427,0.1349,52.33055360722287,-19.805021,-20.514837
GS5,41160,53.13080393663757,-27.71771106635111,0.07245058263313453,41160,0.00150853,11.49,,1.274,1.9411,0.247065,0,0.023742,0.0010616,0.0,0.124268,0.599591,,,-1,-1.0,-1.0,0,0.01,5.48,-99.0,-99.0,-99.0,0.14,0.00150853,0.00169308,-0.0397656,5.0433,5.0433,0.0,330.71610885065877,-12.262649,-14.057204
GS5,43462,53.115767197,-27.70670571,0.01743542822305284,43462,0.00804843,5.368,,1.274,0.2,0.0266666,2,0.029988,0.00159022,0.0,0.015562,0.234166,,,-1,-1.0,-1.0,0,0.3495,8.0,-99.0,-99.0,-99.0,0.45,0.00804843,0.00748722,-0.791259,3.2776,7.6446,0.0,76.4300643036593,-14.295884,-16.14927
GS5,44048,53.09674802400001,-27.704334493,0.2481154980013341,44048,0.00465686,0.005219,,0.218,2.2317,0.61284,0,0.32352,0.0438399,0.0,0.141628,0.338732,,,-1,0.0713,-1.0,3,0.0713,6.33,-99.0,-99.0,0.0010067,0.17,0.00465686,0.000465233,-0.0633679,-1.8955,-1.8955,0.0,1264.727520329052,-13.050036,-13.993828
GS5,45788,53.12704030341032,-27.69516525429951,0.01803230620802234,45788,0.0,0.0,,0.0,0.3075,0.00173087,1,0.038154,6.83757e-05,0.0,45.5268,87.5549,,,0,-1.0,-1.0,0,0.0615,8.42,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,13.7704,0.0,79.08264576547869,-9.498115,-10.474571
